name,strength,form,route,generic,type,rxcui,schedule
Dilaudid,1 mg/ml,Prefilled Syringe,Injectable,Dilaudid 0.5 MG in 0.5 ML Prefilled Syringe,prescription,1872752,2
Fluzone quadrivalent 2024 southern hemisphere,0.03-0.03-0.03-0.03 mg/ml,Prefilled Syringe,Injectable,Fluzone Quadrivalent 2024 Southern Hemisphere vaccine 0.5 mL Prefilled Syringe,prescription,2675672,
Fluzone quadrivalent 2024-2025,0.03-0.03-0.03-0.03 mg/ml,Prefilled Syringe,Injectable,Fluzone Quadrivalent 2024-2025 vaccine 0.5 mL Prefilled Syringe,prescription,2688700,
Fluzone 2024-2025,0.03-0.03-0.03 mg/ml,Prefilled Syringe,Injectable,Fluzone 2024-2025 vaccine 0.5 ML Prefilled Syringe,prescription,2688056,0
Fluzone 2024-2025,0.12-0.12-0.12 mg/ml,Prefilled Syringe,Injectable,Fluzone 2024-2025 high-dose vaccine 0.5 ML Prefilled Syringe,prescription,2687729,0
Flublok quadrivalent 2022-2023,0.09-0.09-0.09-0.09 mg/ml,Prefilled Syringe,Injectable,FLUBLOK Quadrivalent 2022-2023 vaccine 0.5 ML Prefilled Syringe,prescription,2605570,0
Flulaval quadrivalent 2022-2023,0.03-0.03-0.03-0.03 mg/ml,Prefilled Syringe,Injectable,FLULAVAL QUADRIVALENT 2022-2023 vaccine 0.5 ML Prefilled Syringe,prescription,2605051,0
Fluzone quadrivalent 2022-2023,0.03-0.03-0.03-0.03 mg/ml,Injection,Injectable,Fluzone Quadrivalent 2022-2023 Northern Hemisphere vaccine 0.5 ML Injection,prescription,2605549,
Fluzone quadrivalent 2022-2023,0.03-0.03-0.03-0.03 mg/ml,Prefilled Syringe,Injectable,Fluzone Quadrivalent 2022-2023 Northern Hemisphere vaccine 0.5 ML Prefilled Syringe,prescription,2605543,
Flucelvax 2024-2025,0.03-0.03-0.03 mg/ml,Prefilled Syringe,Injectable,FLUCELVAX 2024-2025 vaccine 0.5 ML Prefilled Syringe,prescription,2688130,0
Flublok 2024-2025,0.09-0.09-0.09 mg/ml,Prefilled Syringe,Injectable,Flublok 2024-2025 vaccine 0.5 ML Prefilled Syringe,prescription,2687742,0
Afluria 2024-2025,0.03-0.03-0.03 mg/ml,Prefilled Syringe,Injectable,afluria 2024-2025 vaccine 0.5 ML Prefilled Syringe,prescription,2688111,0
Fluad 2024-2025,0.03-0.03-0.03 mg/ml,Prefilled Syringe,Injectable,FLUAD 2024-2025 vaccine 0.5 ML Prefilled Syringe,prescription,2687364,0
Fluarix 2024-2025,0.03-0.03-0.03 mg/ml,Prefilled Syringe,Injectable,FLUARIX 2024-2025 vaccine 0.5 ML Prefilled Syringe,prescription,2686938,0
Flulaval 2024-2025,0.03-0.03-0.03 mg/ml,Prefilled Syringe,Injectable,FLULAVAL 2024-2025 vaccine 0.5 ML Prefilled Syringe,prescription,2686945,0
Audenz,15 mcg/ml,Prefilled Syringe,Injectable,AUDENZ vaccine 0.5 ML Prefilled Syringe,prescription,2694017,
Rebif,44 mcg/ml,Auto-Injector,Injectable,Rebif 22 MCG in 0.5 ML Auto-Injector,prescription,1649996,0
Rebif,44 mcg/ml,Prefilled Syringe,Injectable,Rebif 22 MCG in 0.5 ML Prefilled Syringe,prescription,758032,0
Avonex,60 mcg/ml,Auto-Injector,Injectable,Avonex 30 MCG in 0.5 ML Auto-Injector,prescription,1650901,0
Avonex,60 mcg/ml,Prefilled Syringe,Injectable,Avonex 30 MCG in 0.5 ML Prefilled Syringe,prescription,727816,0
Rebif,88 mcg/ml,Auto-Injector,Injectable,Rebif 44 MCG in 0.5 ML Auto-Injector,prescription,1650004,0
Rebif,88 mcg/ml,Prefilled Syringe,Injectable,Rebif 44 MCG per 0.5 ML Prefilled Syringe,prescription,758027,0
Actimmune,0.2 mg/ml,Injection,Injectable,ACTIMMUNE 100 MCG in 0.5 ML Injection,prescription,751970,0
Taltz,80 mg/ml,Prefilled Syringe,Injectable,taltz 40 MG in 0.5 ML Prefilled Syringe,prescription,2674934,0
Ixiaro,12 mcg/ml,Prefilled Syringe,Injectable,IXIARO 6 MCG in 0.5 ML Prefilled Syringe,prescription,1300783,0
Gardasil 9,11-0.08-16-0.12-18-0.08-31-0.04-33-0.04-45-0.04-52-0.04-58-0.04-6-0.06 var units,Injection,Injectable,GARDASIL 9 0.5 ML Injection,prescription,1597099,0
Gardasil 9,11-0.08-16-0.12-18-0.08-31-0.04-33-0.04-45-0.04-52-0.04-58-0.04-6-0.06 var units,Prefilled Syringe,Injectable,Gardasil 9 0.5 ML Prefilled Syringe,prescription,1597103,0
Somatuline,240 mg/ml,Prefilled Syringe,Injectable,Somatuline Depot 120 MG in 0.5 ML Prefilled Syringe,prescription,749816,0
Eligard,60 mg/ml,Prefilled Syringe,Injectable,Eligard 30 MG in 0.5 ML (4 month) Prefilled Syringe,prescription,825333,0
Oxlumo,189 mg/ml,Injection,Injectable,OXLUMO 94.5 MG in 0.5 ML Injection,prescription,2467158,0
Priorix,"5,024-31,684-3,990 unt/ml",Injection,Injectable,PRIORIX vaccine 0.5 ML Injection,prescription,2603514,0
M-m-r ii,"2,000-25,000-2,000 unt/ml",Injection,Injectable,M-M-R II vaccine 0.5 ML Injection,prescription,804186,0
Proquad,"2,000-40,000-2,000-20,000 unt/ml",Injection,Injectable,ProQuad vaccine 0.5 ML Injection,prescription,1292443,0
Bexsero,0.1-0.1-0.1-0.05 mg/ml,Prefilled Syringe,Injectable,BEXSERO vaccine 0.5 ML Prefilled Syringe,prescription,1601407,0
Reditrex,25 mg/ml,Prefilled Syringe,Injectable,RediTrex 12.5 MG in 0.5 ML Prefilled Syringe,prescription,2377342,0
Rasuvo,50 mg/ml,Auto-Injector,Injectable,Rasuvo 25 MG in 0.5 ML Auto-Injector,prescription,1544398,0
Jynneos,"198,000,000 unt/ml",Injection,Injectable,"JYNNEOS smallpox and monkeypox vaccine, live 0.5 mL Injection",prescription,2464832,0
Zimhi,10 mg/ml,Prefilled Syringe,Injectable,ZIMHI 5 MG in 0.5 ML Prefilled Syringe,prescription,2589618,0
Rivfloza,160 mg/ml,Injection,Injectable,rivfloza 80 MG in 0.5 ML Injection,prescription,2675309,0
Menactra,0.104-0.104-0.104-0.104 mg/ml,Injection,Injectable,Menactra vaccine 0.5 ML Injection,prescription,797641,0
Penbraya,0.01-0.12-0.12-0.01-0.01-0.01 mg/ml,Injection,Injectable,PENBRAYA vaccine 0.5 ML Injection,prescription,2670566,0
Menquadfi,0.02-0.02-0.02-0.02 mg/ml,Injection,Injectable,MenQuadfi vaccine 0.5 ML Injection,prescription,2360588,0
Menveo,0.02-0.01-0.01-0.01 mg/ml,Injection,Injectable,MENVEO vaccine 0.5 ML Injection,prescription,901518,0
Trumenba,0.12-0.12 mg/ml,Prefilled Syringe,Injectable,Trumenba vaccine 0.5 ML Prefilled Syringe,prescription,1593140,0
Beyfortus,100 mg/ml,Prefilled Syringe,Injectable,Beyfortus 50 MG in 0.5 ML Prefilled Syringe,prescription,2642412,0
Xolair,150 mg/ml,Auto-Injector,Injectable,Xolair 75 MG in 0.5 ML Auto-Injector,prescription,2673763,0
Xolair,150 mg/ml,Prefilled Syringe,Injectable,Xolair 75 MG in 0.5 ML Prefilled Syringe,prescription,2058950,0
Erzofri,156 mg/ml,Prefilled Syringe,Injectable,Erzofri 78 MG in 0.5 ML Prefilled Syringe,prescription,2699354,0
Invega,156 mg/ml,Prefilled Syringe,Injectable,Invega Sustenna 78 MG in 0.5 mL Prefilled Syringe,prescription,858051,0
Synagis,100 mg/ml,Injection,Injectable,Synagis 50 MG in 0.5 ML Injection,prescription,1657362,0
Pegasys,0.36 mg/ml,Prefilled Syringe,Injectable,Pegasys 180 MCG in 0.5 ML Prefilled Syringe,prescription,731328,0
Plegridy,0.126 mg/ml,Auto-Injector,Injectable,Plegridy 63 MCG in 0.5 ML Auto-Injector,prescription,1649603,
Plegridy,0.126 mg/ml,Prefilled Syringe,Injectable,Plegridy 63 MCG in 0.5 ML Prefilled Syringe,prescription,1546183,
Plegridy,0.188 mg/ml,Auto-Injector,Injectable,Plegridy 94 MCG in 0.5 ML Auto-Injector,prescription,1649604,
Plegridy,0.188 mg/ml,Prefilled Syringe,Injectable,Plegridy 94 MCG in 0.5 ML Prefilled Syringe,prescription,1546177,
Plegridy,0.25 mg/ml,Auto-Injector,Injectable,Plegridy 125 MCG in 0.5 ML Auto-Injector,prescription,1649593,0
Plegridy,0.25 mg/ml,Prefilled Syringe,Injectable,Plegridy 125 MCG in 0.5 ML Prefilled Syringe,prescription,1546189,0
Palynziq,20 mg/ml,Prefilled Syringe,Injectable,Palynziq 10 MG in 0.5 mL Prefilled Syringe,prescription,2046370,0
Palynziq,5 mg/ml,Prefilled Syringe,Injectable,Palynziq 2.5 MG in 0.5 mL Prefilled Syringe,prescription,2046376,0
Mresvia,0.1 mg/ml,Prefilled Syringe,Injectable,mRESVIA 50 MCG in 0.5 ML Prefilled Syringe,prescription,2685012,0
Abrysvo,0.12-0.12 mg/ml,Injection,Injectable,ABRYSVO 60 MCG / 60 MCG in 0.5 ML Injection,prescription,2642148,0
Arexvy,0.24 mg/ml,Injection,Injectable,AREXVY 120 MCG per 0.5 ML Injection,prescription,2636599,0
Myobloc,"5,000 unt/ml",Injection,Injectable,MYOBLOC 2500 UNT in 0.5 ML Injection,prescription,1736642,0
Spikevax 2024-2025,0.1 mg/ml,Injection,Injectable,"spikevax 2024-2025 vaccine, 0.5 ML Injection, 12y+",prescription,2691189,
Spikevax 2024-2025,0.1 mg/ml,Prefilled Syringe,Injectable,"spikevax 2024-2025 vaccine, 0.5 ML Prefilled Syringe, 12y+",prescription,2691181,0
Cosentyx,150 mg/ml,Prefilled Syringe,Injectable,Cosentyx 75 MG in 0.5 ML Prefilled Syringe,prescription,2550713,0
Wegovy,0.5 mg/ml,Auto-Injector,Injectable,wegovy 0.25 MG in 0.5 ML Auto-Injector,prescription,2553506,0
Wegovy,1 mg/ml,Auto-Injector,Injectable,wegovy 0.5 MG in 0.5 ML Auto-Injector,prescription,2553603,0
Wegovy,2 mg/ml,Auto-Injector,Injectable,wegovy 1 MG in 0.5 ML Auto-Injector,prescription,2553803,0
Vaxneuvance,1-0.004-14-0.004-0.004-0.004-0.004-0.004-0.004-3-0.004-0.004-4-0.004-5-0.004-0.004-0.008-0.004-0.004 var units,Prefilled Syringe,Injectable,VAXNEUVANCE 0.5 ML Prefilled Syringe,prescription,2566422,0
Prevnar 20,1-0.0044-0.0044-0.0044-0.0044-14-0.0044-0.0044-0.0044-0.0044-0.0044-0.0044-0.0044-3-0.0044-0.0044-4-0.0044-5-0.0044-0.0044-0.0088-0.0044-8-0.0044-0.0044 var units,Prefilled Syringe,Injectable,PREVNAR 20 vaccine 0.5 ML Prefilled Syringe,prescription,2566314,0
Prevnar 13,1-0.0044-14-0.0044-0.0044-0.0044-0.0044-0.0044-3-0.0044-4-0.0044-5-0.0044-0.0044-0.0088-0.0044-0.0044 var units,Prefilled Syringe,Injectable,Prevnar 13 vaccine 0.5 ML Prefilled Syringe,prescription,901644,0
Capvaxive,0.008-0.008-0.008-0.008-0.008-0.008-0.008-0.008-0.008-0.008-0.008-0.008-3-0.008-31-0.008-0.008-0.008-0.008-0.008-8-0.008-0.008-0.008 var units,Prefilled Syringe,Injectable,CAPVAXIVE vaccine 0.5 ML Prefilled Syringe,prescription,2686978,0
Pneumovax 23,1-0.05-0.05-0.05-0.05-14-0.05-0.05-0.05-0.05-0.05-0.05-2-0.05-20-0.05-0.05-0.05-3-0.05-0.05-4-0.05-5-0.05-0.05-0.05-8-0.05-0.05-0.05 var units,Injection,Injectable,PNEUMOVAX 23 0.5 ML Injection,prescription,1658472,
Pneumovax 23,1-0.05-0.05-0.05-0.05-14-0.05-0.05-0.05-0.05-0.05-0.05-2-0.05-20-0.05-0.05-0.05-3-0.05-0.05-4-0.05-5-0.05-0.05-0.05-8-0.05-0.05-0.05 var units,Prefilled Syringe,Injectable,PNEUMOVAX 23 vaccine 0.5 ML Prefilled Syringe,prescription,1547582,0
Imitrex,12 mg/ml,Cartridge,Injectable,IMITREX 6 MG in 0.5 ML Cartridge,prescription,860088,0
Imitrex,12 mg/ml,Injection,Injectable,Imitrex 6 MG in 0.5 ML Injection,prescription,208452,0
Zembrace,6 mg/ml,Auto-Injector,Injectable,Zembrace 3 MG in 0.5 ML Auto-Injector,prescription,1738581,0
Imitrex,8 mg/ml,Cartridge,Injectable,IMITREX 4 MG in 0.5 ML Cartridge,prescription,758523,0
Granix,0.6 mg/ml,Prefilled Syringe,Injectable,Granix 300 MCG in 0.5 ML Prefilled Syringe,prescription,1442681,0
Kimmtrak,0.2 mg/ml,Injection,Injectable,KIMMTRAK 100 MCG in 0.5 ML Injection,prescription,2590754,0
Xyosted,100 mg/ml,Auto-Injector,Injectable,XYOSTED 50 MG in 0.5 ML Auto-Injector,prescription,2099691,3
Xyosted,150 mg/ml,Auto-Injector,Injectable,XYOSTED 75 MG in 0.5 ML Auto-Injector,prescription,2099697,3
Xyosted,200 mg/ml,Auto-Injector,Injectable,XYOSTED 100 MG in 0.5 ML Auto-Injector,prescription,2099686,3
Ticovac,4.8 mcg/ml,Prefilled Syringe,Injectable,TICOVAC 2.4 MCG in 0.5 ML Prefilled Syringe,prescription,2583650,0
Mounjaro,10 mg/ml,Auto-Injector,Injectable,mounjaro 5 MG in 0.5 ML Auto-Injector,prescription,2601746,0
Zepbound,10 mg/ml,Auto-Injector,Injectable,zepbound 5 MG in 0.5 ML Auto-Injector,prescription,2669709,0
Mounjaro,10 mg/ml,Injection,Injectable,mounjaro 5 MG in 0.5 ML Injection,prescription,2644403,
Zepbound,10 mg/ml,Injection,Injectable,zepbound 5 MG in 0.5 ML Injection,prescription,2679325,0
Mounjaro,15 mg/ml,Auto-Injector,Injectable,mounjaro 7.5 MG in 0.5 ML Auto-Injector,prescription,2601785,0
Zepbound,15 mg/ml,Auto-Injector,Injectable,zepbound 7.5 MG in 0.5 ML Auto-Injector,prescription,2669712,0
Mounjaro,15 mg/ml,Injection,Injectable,mounjaro 7.5 MG in 0.5 ML Injection,prescription,2644399,
Zepbound,15 mg/ml,Injection,Injectable,zepbound 7.5 MG in 0.5 ML Injection,prescription,2679327,
Mounjaro,20 mg/ml,Auto-Injector,Injectable,mounjaro 10 MG in 0.5 ML Auto-Injector,prescription,2601770,0
Zepbound,20 mg/ml,Auto-Injector,Injectable,zepbound 10 MG in 0.5 ML Auto-Injector,prescription,2669715,0
Mounjaro,20 mg/ml,Injection,Injectable,mounjaro 10 MG in 0.5 ML Injection,prescription,2644419,
Zepbound,20 mg/ml,Injection,Injectable,zepbound 10 MG in 0.5 ML Injection,prescription,2679317,
Mounjaro,25 mg/ml,Auto-Injector,Injectable,mounjaro 12.5 MG in 0.5 ML Auto-Injector,prescription,2601776,0
Zepbound,25 mg/ml,Auto-Injector,Injectable,zepbound 12.5 MG in 0.5 ML Auto-Injector,prescription,2669718,0
Mounjaro,25 mg/ml,Injection,Injectable,mounjaro 12.5 MG in 0.5 ML Injection,prescription,2644415,
Zepbound,25 mg/ml,Injection,Injectable,zepbound 12.5 MG in 0.5 ML Injection,prescription,2679319,
Mounjaro,30 mg/ml,Auto-Injector,Injectable,mounjaro 15 MG in 0.5 ML Auto-Injector,prescription,2601758,0
Zepbound,30 mg/ml,Auto-Injector,Injectable,zepbound 15 MG in 0.5 ML Auto-Injector,prescription,2669721,0
Mounjaro,30 mg/ml,Injection,Injectable,mounjaro 15 MG in 0.5 ML Injection,prescription,2644411,
Zepbound,30 mg/ml,Injection,Injectable,zepbound 15 MG in 0.5 ML Injection,prescription,2679321,
Mounjaro,5 mg/ml,Auto-Injector,Injectable,mounjaro 2.5 MG in 0.5 ML Auto-Injector,prescription,2601764,0
Zepbound,5 mg/ml,Auto-Injector,Injectable,zepbound 2.5 MG in 0.5 ML Auto-Injector,prescription,2669706,0
Mounjaro,5 mg/ml,Injection,Injectable,mounjaro 2.5 MG in 0.5 ML Injection,prescription,2644407,
Zepbound,5 mg/ml,Injection,Injectable,zepbound 2.5 MG in 0.5 ML Injection,prescription,2679323,0
Typhim vi,50 mcg/ml,Prefilled Syringe,Injectable,Typhim Vi 0.5 ML Prefilled Syringe,prescription,1486496,0
Stelara,90 mg/ml,Injection,Injectable,Stelara 45 MG in 0.5 mL Injection,prescription,1654079,0
Stelara,90 mg/ml,Prefilled Syringe,Injectable,Stelara 45 MG in 0.5 mL Prefilled Syringe,prescription,853354,0
Otulfi,90 mg/ml,Prefilled Syringe,Injectable,Otulfi 45 MG in 0.5 ML Prefilled Syringe,prescription,2702616,
Wezlana,90 mg/ml,Injection,Injectable,WEZLANA 45 MG in 0.5 ML Injection,prescription,2700682,
Wezlana,90 mg/ml,Prefilled Syringe,Injectable,WEZLANA 45 MG in 0.5 ML Prefilled Syringe,prescription,2700689,
Steqeyma,90 mg/ml,Prefilled Syringe,Injectable,SteQeyma 45 MG in 0.5 ML Prefilled Syringe,prescription,2700409,
Shingrix,0.1 mg/ml,Injection,Injectable,SHINGRIX vaccine 0.5 ML Injection,prescription,1986830,0
Varivax,"2,700 unt/ml",Injection,Injectable,VARIVAX vaccine 0.5 ML Injection,prescription,1292459,0
Luxturna,"5,000,000,000,000 vector-genomes/ml",Injection,Injectable,"Luxturna 5,000,000,000,000 VECTOR-GENOMES/ML in 0.5 ML Injection",prescription,1995886,0
Amvuttra,50 mg/ml,Prefilled Syringe,Injectable,amvuttra 25 MG in 0.5 ML Prefilled Syringe,prescription,2604794,0
Stamaril,"2,000 unt/ml",Injection,Injectable,STAMARIL 0.5 ML Injection,prescription,1876710,0
Yf-vax,"4,000 unt/ml",Injection,Injectable,YF-VAX 0.5 ML Injection,prescription,1658241,0
Humalog,100 unt/ml,Pen Injector,Injectable,HumaLOG Junior 100 UNT/ML in 3 ML Pen Injector,prescription,1926332,0
Lyumjev,100 unt/ml,Pen Injector,Injectable,"LYUMJEV 100 UNT/ML in 3 ML Pen Injector, 0.5 UNT Doses",prescription,2380266,
Provisc,10 mg/ml,Prefilled Syringe,Injectable,Provisc 10 MG/ML in 0.55 ML Prefilled Syringe,prescription,1091721,0
Uzedy,357 mg/ml,Prefilled Syringe,Injectable,UZEDY 200 MG in 0.56 ML Prefilled Syringe,prescription,2636046,0
Yorvipath,0.3 mg/ml,Pen Injector,Injectable,Yorvipath 168 MCG in 0.56 ML Pen Injector,prescription,2693643,0
Zilbrysq,40 mg/ml,Prefilled Syringe,Injectable,ZILBRYSQ 23 MG in 0.574 ML Prefilled Syringe,prescription,2672505,0
Fragmin,"25,000 unt/ml",Prefilled Syringe,Injectable,"Fragmin 15,000 UNT in 0.6 ML Prefilled Syringe",prescription,978745,0
Aranesp,0.5 mg/ml,Prefilled Syringe,Injectable,Aranesp 300 MCG in 0.6 ML Prefilled Syringe,prescription,731229,0
Zegalogue,1 mg/ml,Auto-Injector,Injectable,ZEGALOGUE 0.6 MG in 0.6 mL Auto-Injector,prescription,2535249,0
Zegalogue,1 mg/ml,Prefilled Syringe,Injectable,ZEGALOGUE 0.6 MG in 0.6 mL Prefilled Syringe,prescription,2535243,0
Rolvedon,22 mg/ml,Prefilled Syringe,Injectable,ROLVEDON 13.2 MG in 0.6 ML Prefilled Syringe,prescription,2612547,0
Lovenox,60 mg/0.6 ml,Prefilled Syringe,Injectable,Lovenox 60 MG in 0.6 mL Prefilled Syringe,prescription,854239,0
Arixtra,12.5 mg/ml,Prefilled Syringe,Injectable,Arixtra 7.5 MG in 0.6 ML Prefilled Syringe,prescription,861366,0
Reditrex,25 mg/ml,Prefilled Syringe,Injectable,RediTrex 15 MG in 0.6 ML Prefilled Syringe,prescription,2377344,0
Rasuvo,50 mg/ml,Auto-Injector,Injectable,Rasuvo 30 MG in 0.6 ML Auto-Injector,prescription,1544402,0
Mircera,0.6 mg/ml,Prefilled Syringe,Injectable,MIRCERA 360 MCG in 0.6 ML Prefilled Syringe,prescription,1792495,
Relistor,20 mg/ml,Injection,Injectable,RELISTOR 12 MG in 0.6 ML Injection,prescription,979115,0
Relistor,20 mg/ml,Prefilled Syringe,Injectable,RELISTOR 12 MG in 0.6 ML Prefilled Syringe,prescription,1244062,0
Neulasta,10 mg/ml,Injection,Injectable,Neulasta Onpro 6 MG in 0.6 mL Injection,prescription,2549333,0
Neulasta,10 mg/ml,Prefilled Syringe,Injectable,Neulasta 6 MG in 0.6 ML Prefilled Syringe,prescription,727542,0
Nyvepria,10 mg/ml,Prefilled Syringe,Injectable,Nyvepria 6 MG in 0.6 ML Prefilled Syringe,prescription,2469340,0
Ziextenzo,10 mg/ml,Prefilled Syringe,Injectable,Ziextenzo 6 MG in 0.6 ML Prefilled Syringe,prescription,2260709,0
Udenyca,10 mg/ml,Auto-Injector,Injectable,UDENYCA 6 MG in 0.6 ML Auto-Injector,prescription,2632547,0
Udenyca,10 mg/ml,Injection,Injectable,UDENYCA 6 MG in 0.6 ML Onbody Injection,prescription,2673602,0
Udenyca,10 mg/ml,Prefilled Syringe,Injectable,UDENYCA 6 MG in 0.6 ML Prefilled Syringe,prescription,2102705,0
Stimufend,10 mg/ml,Prefilled Syringe,Injectable,Stimufend 6 MG in 0.6 ML Prefilled Syringe,prescription,2613769,0
Fulphila,10 mg/ml,Prefilled Syringe,Injectable,Fulphila 6 MG in 0.6 ML Prefilled Syringe,prescription,2048025,0
Fylnetra,10 mg/ml,Prefilled Syringe,Injectable,Fylnetra 6 MG in 0.6 ML Prefilled Syringe,prescription,2602787,0
Perseris,150 mg/ml,Prefilled Syringe,Injectable,PERSERIS 90 MG in 0.6 mL Prefilled Syringe,prescription,2055676,0
Healon5,23 mg/ml,Prefilled Syringe,Injectable,Healon5 2.3 % in 0.6 mL Prefilled Syringe,prescription,352131,0
Brixadi,50 mg/ml,Prefilled Syringe,Injectable,Brixadi 32 MG in 0.64 ML Weekly Extended Release Prefilled Syringe,prescription,2639034,3
Depo-subq provera,160 mg/ml,Prefilled Syringe,Injectable,depo-subQ provera 104 MG in 0.65 ML Prefilled Syringe,prescription,1000158,0
Kineret,149 mg/ml,Prefilled Syringe,Injectable,Kineret 100 MG in 0.67 ML Prefilled Syringe,prescription,727714,0
Dupixent,150 mg/ml,Prefilled Syringe,Injectable,DUPIXENT 100 MG in 0.67 ML Prefilled Syringe,prescription,2583635,0
Entyvio,159 mg/ml,Auto-Injector,Injectable,ENTYVIO PEN 108 MG in 0.68 ML Auto-Injector,prescription,2667342,0
Entyvio,159 mg/ml,Prefilled Syringe,Injectable,ENTYVIO 108 MG in 0.68 ML Prefilled Syringe,prescription,2667336,
Orencia,125 mg/ml,Prefilled Syringe,Injectable,Orencia 87.5 MG in 0.7 ML Prefilled Syringe,prescription,1925257,0
Strensiq,40 mg/ml,Injection,Injectable,Strensiq 28 MG in 0.7 ML Injection,prescription,1720272,0
Atropen,0.714 mg/ml,Auto-Injector,Injectable,AtroPen 0.5 MG in 0.7 ML Auto-Injector,prescription,1190611,
Atropen,1.43 mg/ml,Auto-Injector,Injectable,AtroPen 1 MG in 0.7 ML Auto-Injector,prescription,1190614,
Atropen,2.86 mg/ml,Auto-Injector,Injectable,AtroPen 2 MG in 0.7 ML Auto-Injector,prescription,1190620,0
Hemlibra,150 mg/ml,Injection,Injectable,Hemlibra 105 MG in 0.7 ML Injection,prescription,1989811,0
Fluzone quadrivalent 2024-2025,0.0857-0.0857-0.0857-0.0857 mg/ml,Prefilled Syringe,Injectable,Fluzone Quadrivalent 2024-2025 high dose vaccine 0.7 ML Prefilled Syringe,prescription,2688831,
Reditrex,25 mg/ml,Prefilled Syringe,Injectable,RediTrex 17.5 MG in 0.7 ML Prefilled Syringe,prescription,2377346,0
Uzedy,357 mg/ml,Prefilled Syringe,Injectable,UZEDY 250 MG in 0.7 ML Prefilled Syringe,prescription,2636048,0
Fragmin,"25,000 unt/ml",Prefilled Syringe,Injectable,"Fragmin 18,000 UNT in 0.72 ML Prefilled Syringe",prescription,978747,0
Follistim,833 unt/ml,Cartridge,Injectable,Follistim AQ 600 UNT in 0.72 ML Cartridge,prescription,1361569,0
Viscoat,40-30 mg/ml,Prefilled Syringe,Injectable,Viscoat 4 % / 3 % in 0.75 ML Prefilled Syringe,prescription,1190113,0
Gonal f,600 unt/ml,Pen Injector,Injectable,GONAL-f RFF Pen 450 UNT in 0.75 ML Pen Injector,prescription,1594418,0
Erzofri,156 mg/ml,Prefilled Syringe,Injectable,Erzofri 117 MG in 0.75 ML Prefilled Syringe,prescription,2699350,0
Invega,156 mg/ml,Prefilled Syringe,Injectable,Invega Sustenna 117 MG in 0.75 mL Prefilled Syringe,prescription,858057,0
Wegovy,2.27 mg/ml,Auto-Injector,Injectable,wegovy 1.7 MG in 0.75 ML Auto-Injector,prescription,2553903,0
Wegovy,3.2 mg/ml,Auto-Injector,Injectable,wegovy 2.4 in 0.75 ML Auto-Injector,prescription,2554104,0
Humira,100 mg/ml,Auto-Injector,Injectable,Humira 80 MG in 0.8 mL Auto-Injector,prescription,1921240,0
Humira,100 mg/ml,Prefilled Syringe,Injectable,Humira 80 MG in 0.8 ML Prefilled Syringe,prescription,1855524,
Humira,50 mg/ml,Auto-Injector,Injectable,Humira 40 MG in 0.8 ML Auto-Injector,prescription,1655728,0
Humira,50 mg/ml,Prefilled Syringe,Injectable,Humira 40 MG in 0.8 ML Prefilled Syringe,prescription,727705,0
Idacio,50 mg/ml,Auto-Injector,Injectable,Idacio 40 MG in 0.8 ML Auto-Injector,prescription,2640862,0
Idacio,50 mg/ml,Injection,Injectable,Idacio 40 MG in 0.8 ML Injection,prescription,2699319,
Idacio,50 mg/ml,Prefilled Syringe,Injectable,Idacio 40 MG in 0.8 ML Prefilled Syringe,prescription,2640857,0
Yuflyma,100 mg/ml,Auto-Injector,Injectable,Yuflyma 80 MG in 0.8 ML Auto-Injector,prescription,2668488,0
Yuflyma,100 mg/ml,Prefilled Syringe,Injectable,Yuflyma 80 MG in 0.8 ML Prefilled Syringe,prescription,2668486,
Hyrimoz,100 mg/ml,Auto-Injector,Injectable,Hyrimoz 80 MG in 0.8 ML Auto-Injector,prescription,2641663,0
